i,DeltaG_kBT_single_S_1p29,DeltaG_kBT_single_S_1p39,DeltaG_kBT_single_S_1p59
1.51646097961383,0.746478461510852,0.707987542970216,0.638683516891013
1.5187771650631,0.749650543743773,0.710986695256582,0.641371303744172
1.52109712903183,0.752826438212026,0.71398937766824,0.644062112775235
1.52342087815106,0.756006150157001,0.716995594951497,0.646755947839098
1.52574841906697,0.759189684827609,0.720005351859052,0.64945281279501
1.52807975843637,0.762377047481618,0.723018653151661,0.652152711508852
1.53041490292955,0.76556824338491,0.726035503597197,0.654855647851806
1.53275385922943,0.768763277811548,0.729055907970761,0.657561625700589
1.53509663403135,0.771962156044113,0.732079871055054,0.660270648937843
1.53744323404341,0.775164883373499,0.73510739764013,0.662982721451853
1.53979366598706,0.778371465098694,0.738138492523144,0.665697847136206
1.54214793659514,0.781581906527513,0.741173160509228,0.668416029890936
1.54450605261509,0.784796212975696,0.744211406410347,0.671137273620948
1.54686802080554,0.788014389767664,0.747253235046312,0.67386158223749
1.54923384793835,0.791236442236305,0.750298651244414,0.676588959657509
1.55160354079936,0.794462375722566,0.753347659838959,0.679319409803089
1.55397710618601,0.797692195576251,0.756400265672244,0.682052936602745
1.5563545509087,0.80092590715546,0.759456473593893,0.684789543990578
1.55873588179167,0.804163515826681,0.762516288460886,0.687529235906181
1.56112110567136,0.807405026965038,0.76557971513793,0.690272016295239
1.56351022939783,0.810650445954054,0.768646758497108,0.693017889108981
1.56590325983279,0.813899778185978,0.771717423418368,0.69576685830493
1.56830020385316,0.817153029061187,0.774791714788642,0.698518927845553
1.57070106834704,0.820410203989083,0.777869637503058,0.701274101700007
1.57310586021684,0.823671308387218,0.780951196463822,0.704032383842611
1.57551458637738,0.82693634768202,0.784036396581093,0.706793778253958
1.57792725375666,0.830205327308493,0.787125242772617,0.709558288920462
1.58034386929635,0.833478252710053,0.790217739963537,0.712325919834095
1.58276443995089,0.836755129338945,0.793313893086868,0.715096674992986
1.58518897268843,0.840035962655902,0.79641370708309,0.717870558400884
1.58761747448967,0.84332075813054,0.799517186900628,0.720647574067796
